City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,los andes,-32.8337,-70.5983,59.31,34,2,2.21,CL,1743653067
363,jumla,29.2747,82.1838,58.98,14,3,4.32,NP,1743653068
364,kalmunai,7.4167,81.8167,81.21,78,100,1.16,LK,1743653069
365,san luis de la loma,17.2706,-100.8939,73.94,78,4,4.65,MX,1743653070
366,okondja,-0.6549,13.6753,70.59,99,52,1.41,GA,1743653071
367,cairo,30.0626,31.2497,63.36,63,0,6.91,EG,1743652801
368,hadibu,12.65,54.0333,79.14,71,17,3.67,YE,1743653074
369,el granada,37.5027,-122.4694,51.62,80,100,23.02,US,1743653075
370,lindi,-10.0,39.7167,74.07,96,99,3.44,TZ,1743653076
371,zemio,5.0314,25.1361,69.62,92,59,2.01,CF,1743653077
372,bo phloi,14.3236,99.5161,91.2,48,79,8.41,TH,1743653078
373,revda,56.801,59.9303,36.05,99,100,3.78,RU,1743653079
374,pauini,-7.7136,-66.9764,73.72,99,100,1.92,BR,1743653080
375,banjar,-8.19,114.9675,88.02,63,39,4.59,ID,1743653082
376,zhezqazghan,47.7833,67.7667,45.18,61,0,11.18,KZ,1743653083
377,lihue,21.9789,-159.3672,78.39,61,0,14.97,US,1743653085
378,khandyga,62.6667,135.6,33.15,100,100,12.26,RU,1743653086
379,ankang,32.68,109.0172,71.04,38,41,1.66,CN,1743653087
380,sao joao do piaui,-8.3581,-42.2467,75.87,59,74,4.16,BR,1743653089
381,oyem,1.5995,11.5793,69.4,98,100,1.12,GA,1743653090
382,lepsy,46.235,78.9456,47.1,42,0,9.42,KZ,1743653091
383,arambol,15.6868,73.7045,86.72,61,10,6.49,IN,1743653092
384,waingapu,-9.6567,120.2641,85.1,57,63,5.82,ID,1743653093
385,novoarkhanhel's'k,48.658,30.8182,48.06,90,100,12.48,UA,1743653094
386,nago,26.5881,127.9761,64.74,50,54,9.62,JP,1743653095
387,mananara,-16.1667,49.7667,77.68,86,56,5.3,MG,1743653097
388,alice springs,-23.7,133.8833,76.55,47,9,14.97,AU,1743653098
389,altamont,42.2068,-121.7372,35.44,78,75,8.05,US,1743653099
390,shingu,33.7333,135.9833,63.03,38,15,4.94,JP,1743653100
391,kiunga,-6.1219,141.2906,93.69,49,96,2.68,PG,1743653101
392,happy valley-goose bay,53.3168,-60.3315,7.11,61,0,8.05,CA,1743652949
393,malvan,16.0667,73.4667,85.08,70,4,7.27,IN,1743653103
394,hithadhoo,-0.6,73.0833,83.41,73,20,7.23,MV,1743653104
395,antsiranana,-12.2787,49.2917,75.96,83,20,6.91,MG,1743653106
396,fort bragg,35.139,-79.006,71.44,86,100,5.75,US,1743653107
397,touros,-5.1989,-35.4608,76.26,87,35,6.44,BR,1743653108
398,aguilar de campoo,42.7945,-4.2589,42.93,88,100,10.71,ES,1743653109
399,mata-utu,-13.2816,-176.1745,84.69,72,75,10.27,WF,1743653110
400,cobh,51.8572,-8.2992,47.19,75,20,9.22,IE,1743653111
401,mammoth lakes,37.6485,-118.9721,24.35,59,100,4.61,US,1743653112
402,hampton bays,40.869,-72.5176,44.64,87,100,18.01,US,1743652911
403,loushanguan,28.1375,106.82,64.0,41,28,7.05,CN,1743653115
404,iskushuban,10.2837,50.23,72.12,82,6,4.68,SO,1743653116
405,ishim,56.1128,69.4902,47.61,72,100,15.46,RU,1743653117
406,san patricio,28.017,-97.5169,75.15,90,22,17.36,US,1743653118
407,la romana,18.4273,-68.9728,73.76,94,40,9.22,DO,1743653112
408,bereznik,62.8551,42.7072,32.95,86,97,10.69,RU,1743653120
409,gaigeturi,33.4644,126.3183,51.85,54,40,6.91,KR,1743653122
410,barguzin,53.6167,109.6167,30.61,65,100,9.26,RU,1743653123
411,tucuma,-0.1833,-50.05,76.05,92,99,4.47,BR,1743652886
412,nayoro,44.3506,142.4578,36.61,73,100,8.7,JP,1743653125
413,kone,-21.0595,164.8658,84.97,66,99,1.95,NC,1743653126
414,porto novo,6.4965,2.6036,80.42,80,100,2.24,BJ,1743653128
415,saynshand,44.8824,110.1163,52.66,20,43,18.5,MN,1743653130
416,timimoun,29.2639,0.231,59.38,21,0,4.61,DZ,1743653131
417,guajara mirim,-10.7828,-65.3394,73.92,91,97,1.23,BR,1743653132
418,mahanoro,-19.9,48.8,76.82,85,33,1.12,MG,1743653135
419,price,39.5994,-110.8107,34.86,75,100,8.05,US,1743653007
420,nueva esperanza,15.2667,-87.6,79.32,80,27,3.0,HN,1743653137
421,al muwayh,22.4333,41.7583,76.86,39,1,1.86,SA,1743653138
422,villaguay,-31.8653,-59.0269,60.26,64,0,5.1,AR,1743653139
423,horsham,51.064,-0.3272,47.8,59,48,11.65,GB,1743653140
424,korla,41.7597,86.1469,57.63,22,89,9.06,CN,1743653066
425,pimentel,-6.8367,-79.9342,71.89,83,0,14.97,PE,1743653143
426,bratsk,56.1325,101.6142,27.09,55,89,8.84,RU,1743653144
427,tangalle,6.024,80.7911,77.7,89,100,4.38,LK,1743653145
428,kamiiso,41.8167,140.65,44.98,70,75,5.75,JP,1743653146
429,minas de marcona,-15.2119,-75.1103,61.97,83,82,9.33,PE,1743652914
430,thunder bay,48.4001,-89.3168,30.18,100,100,18.41,CA,1743653149
431,olinda,-8.0089,-34.8553,82.13,74,40,8.05,BR,1743653150
432,noumea,-22.2763,166.4572,81.57,71,59,8.37,NC,1743653057
433,khanty-mansiysk,61.0042,69.0019,35.71,100,100,4.47,RU,1743653152
434,usogorsk,63.4106,48.6872,31.46,93,98,6.62,RU,1743653153
435,ujae,8.9322,165.7642,81.52,77,95,23.02,MH,1743653154
436,cafayate,-26.073,-65.9761,62.33,71,90,1.74,AR,1743653156
437,illizi,26.4833,8.4667,73.69,10,7,7.29,DZ,1743653157
438,afaahiti,-17.75,-149.2833,80.13,75,21,10.09,PF,1743653158
439,praia da vitoria,38.7333,-27.0667,59.25,82,75,22.7,PT,1743653159
440,pisco,-13.7,-76.2167,69.85,73,0,3.44,PE,1743652892
441,nova olinda do norte,-3.8881,-59.0942,74.5,99,89,1.52,BR,1743653161
442,otra banda,18.6502,-68.6628,73.2,85,2,14.38,DO,1743652922
443,nguigmi,14.2495,13.1092,74.91,15,77,10.96,NE,1743653164
444,detroit lakes,46.8172,-95.8453,30.25,100,100,11.5,US,1743652920
445,aljezur,37.3191,-8.8033,51.22,89,87,6.64,PT,1743653166
446,portland,45.5234,-122.6762,46.62,92,20,0.0,US,1743653002
447,freetown,8.484,-13.2299,77.65,84,91,5.91,SL,1743653168
448,bandarbeyla,9.4942,50.8122,79.34,69,6,9.42,SO,1743653169
449,umm ruwaba,12.9061,31.2158,78.71,20,2,9.62,SD,1743653171
450,queenstown,-31.8976,26.8753,53.96,94,90,2.1,ZA,1743653040
451,nouadhibou,20.931,-17.0347,64.38,88,100,9.22,MR,1743653015
452,tupa,-21.9347,-50.5136,75.92,69,57,6.04,BR,1743653174
453,puerto lempira,15.2667,-83.7667,76.69,86,7,8.57,HN,1743653175
454,manokwari,-0.8667,134.0833,83.39,70,96,8.75,ID,1743653176
455,nogliki,51.8333,143.1667,36.59,89,99,5.1,RU,1743653177
456,mezhdurechenskiy,59.6,65.9333,37.22,99,100,1.97,RU,1743653179
457,kill devil hills,36.0307,-75.676,64.42,82,0,10.36,US,1743653180
458,tabou,4.423,-7.3528,77.79,91,94,5.26,CI,1743653181
459,polyarnyy,69.1989,33.4478,26.64,95,86,7.7,RU,1743652884
460,tebingtinggi,3.3285,99.1625,80.55,90,100,0.4,ID,1743653184
461,borogontsy,62.6683,131.1683,29.41,98,100,12.97,RU,1743653185
462,long beach,33.767,-118.1892,56.32,80,40,9.22,US,1743653189
463,mancio lima,-7.6142,-72.8958,72.79,100,100,0.58,BR,1743653191
464,kasimov,54.9411,41.3953,39.25,82,74,8.03,RU,1743653192
465,balqash,46.8481,74.995,45.19,61,0,13.42,KZ,1743653193
466,qandala,11.472,49.8728,79.16,59,7,5.48,SO,1743653195
467,brigantine,39.4101,-74.3646,48.4,90,100,17.0,US,1743653197
468,akwanga,8.9167,8.3833,73.69,77,100,2.37,NG,1743653198
469,kodinsk,58.6881,99.1844,26.65,65,99,7.36,RU,1743653199
470,tosontsengel,48.7567,98.2839,19.31,84,88,5.1,MN,1743653200
471,ust'-kulom,61.6864,53.6902,31.6,94,100,3.76,RU,1743653201
472,parabel',58.6978,81.4825,35.65,98,100,19.39,RU,1743653203
473,tahe,52.3333,124.7333,48.02,44,95,6.98,CN,1743653204
474,island harbour,50.724,-1.2758,48.02,79,74,1.99,GB,1743653205
475,rio gallegos,-51.6226,-69.2181,32.05,80,0,10.36,AR,1743652985
476,sturgis,41.7992,-85.4192,62.62,94,40,18.41,US,1743652974
477,bera,24.0833,89.6167,91.89,35,47,6.73,BD,1743653209
478,neryungri,56.6709,124.6491,33.6,98,100,6.82,RU,1743653210
479,crane,31.3974,-102.3501,68.63,18,100,9.51,US,1743653211
480,pemalang,-6.9,109.3667,86.38,74,74,3.71,ID,1743653212
481,pacific grove,36.6177,-121.9166,51.91,81,100,11.99,US,1743653213
482,bardai,11.65,7.2333,73.96,19,87,7.18,NG,1743653214
483,ranau,5.9538,116.6641,83.43,57,69,4.99,MY,1743653216
484,kidal,18.4411,1.4078,77.07,7,1,8.66,ML,1743653217
485,conception bay south,47.4999,-52.9981,26.74,67,89,19.17,CA,1743653070
486,hirara,24.8,125.2833,68.32,55,23,14.74,JP,1743653219
487,sao lourenco do sul,-31.3653,-51.9783,68.05,95,100,5.32,BR,1743653220
488,neiafu,-18.65,-173.9833,81.28,89,75,5.75,TO,1743653221
489,kismayo,-0.3582,42.5454,82.99,77,19,10.13,SO,1743653222
490,xilin hot,43.9667,116.0333,55.09,17,100,18.34,CN,1743653223
491,kupang,-10.1667,123.5833,90.18,55,40,10.36,ID,1743653225
492,kingscliff,-28.2667,153.5667,76.8,78,100,10.36,AU,1743653226
493,berezniki,59.4152,56.8124,33.64,99,100,5.28,RU,1743653227
494,sho'rchi,38.0141,67.7899,67.48,34,100,2.46,UZ,1743653228
495,agbabu,6.5886,4.8343,75.56,92,100,0.94,NG,1743653229
496,hovd,48.0056,91.6419,38.01,38,29,3.38,MN,1743653231
497,enniscorthy,52.5008,-6.5578,47.48,98,6,10.58,IE,1743653232
498,awjilah,29.1081,21.2869,57.92,53,0,8.03,LY,1743653233
499,lawrenceburg,38.0373,-84.8966,76.89,70,75,20.71,US,1743653234
500,igarka,67.4667,86.5833,2.88,92,98,4.23,RU,1743653235
501,choibalsan,48.0667,114.5,57.36,21,100,12.15,MN,1743653236
502,sao tome,0.3365,6.7273,80.74,81,100,1.74,ST,1743653238
503,sao francisco,-15.9486,-44.8644,77.0,46,41,4.65,BR,1743653239
504,san blas,21.5167,-105.2667,69.12,85,69,3.67,MX,1743653240
505,pont rouge,48.8833,-72.0825,17.91,85,100,7.72,CA,1743653241
506,magnitogorsk,53.4186,59.0472,45.43,100,75,6.71,RU,1743653065
507,bodaybo,57.8506,114.1933,25.02,67,99,11.48,RU,1743653245
508,ouahigouya,13.5828,-2.4216,79.68,7,96,10.07,BF,1743653246
509,develi,38.3906,35.4922,41.52,90,94,2.73,TR,1743653088
510,bodo,67.28,14.405,46.44,82,75,32.21,NO,1743653248
511,valparaiso,-33.0393,-71.6273,66.15,51,2,11.59,CL,1743653100
512,ngorongoro,-3.2397,35.4875,51.42,96,16,3.33,TZ,1743653250
513,issia,6.4922,-6.5856,74.79,90,100,3.02,CI,1743653251
514,jiuquan,39.7432,98.5174,48.22,26,0,3.6,CN,1743653253
515,ar rass,25.8694,43.4973,78.93,29,85,10.51,SA,1743653254
516,tobol,52.6844,62.5794,51.51,69,100,18.61,KZ,1743653255
517,ayancik,41.9447,34.5861,51.71,97,99,13.6,TR,1743653256
518,la ronge,55.1001,-105.2842,21.45,63,75,4.61,CA,1743652983
519,villa hernandarias,-31.231,-59.985,62.11,64,0,5.59,AR,1743653259
520,sulak,43.2734,47.5146,53.83,80,88,35.25,RU,1743653260
521,ilha de mocambique,-15.0342,40.7358,78.19,89,71,9.93,MZ,1743653261
522,inari,68.906,27.0288,34.03,85,100,7.92,FI,1743653262
523,brisas de zicatela,15.8369,-97.0419,77.97,67,6,6.96,MX,1743653264
524,anna regina,7.2644,-58.5077,77.79,83,69,10.42,GY,1743653265
525,valdosta,30.8327,-83.2785,73.02,89,0,0.0,US,1743653171
526,sharm el-sheikh,27.8518,34.305,71.87,40,36,3.38,EG,1743653125
527,kangavar,34.5043,47.9653,55.18,70,100,2.86,IR,1743653269
528,kayan,16.9056,96.5631,95.59,32,4,5.41,MM,1743653270
529,namibe,-15.1961,12.1522,74.32,81,59,4.97,AO,1743653216
530,kayangel,8.0823,134.7173,83.93,72,70,15.75,PW,1743653272
531,mirnyy,62.5353,113.9611,18.05,77,93,12.17,RU,1743653273
532,tartagal,-22.5164,-63.8013,57.94,81,64,3.31,AR,1743653274
533,kousseri,12.0769,15.0306,78.64,11,84,6.78,CM,1743653276
534,raduzhny,62.0961,77.475,32.52,100,100,3.58,RU,1743653277
535,broome,42.2506,-75.833,43.7,78,100,18.99,US,1743653278
536,port douglas,-16.4833,145.4667,82.45,84,99,5.73,AU,1743653279
537,pizhou,34.3114,117.9503,63.55,32,81,9.62,CN,1743653280
538,zhangye,38.9342,100.4517,52.45,19,3,15.26,CN,1743653281
539,caiuti-sat,46.1833,26.9333,47.12,87,100,7.09,RO,1743653282
540,ingeniero jacobacci,-41.3427,-69.5448,39.07,80,2,9.95,AR,1743653284
541,puerto santa,-8.9906,-78.6456,69.08,84,81,5.79,PE,1743653285
542,suoyarvi,62.0833,32.35,31.8,94,94,3.09,RU,1743653286
543,lumphat,13.4878,106.9816,93.99,35,84,8.86,KH,1743653287
544,matehuala,23.65,-100.65,71.64,9,83,13.27,MX,1743653288
545,kincardine,56.0667,-3.7167,39.47,88,0,4.9,GB,1743653289
546,vyaz'ma,55.2104,34.2951,39.88,90,91,7.16,RU,1743653291
547,zhalantun,48.0,122.7167,54.09,29,57,15.75,CN,1743653292
548,katsuura,35.1333,140.3,50.52,89,100,19.6,JP,1743653293
549,kamwenge,0.1866,30.4539,60.91,97,84,0.29,UG,1743653294
550,panchagarh,26.3313,88.562,89.98,22,0,9.28,BD,1743653295
551,kirkwall,58.9848,-2.9587,39.25,93,0,0.0,GB,1743653296
552,aral,40.5156,81.2636,61.2,15,0,7.61,CN,1743653297
553,chinde,26.8212,87.7095,89.06,15,1,6.98,NP,1743653300
554,nadi,-17.8,177.4167,84.2,74,40,4.61,FJ,1743653301
555,wolnzach,48.6038,11.6257,44.8,81,40,4.61,DE,1743653302
556,linyi,35.0631,118.3428,63.05,29,81,8.93,CN,1743653257
557,yanykurgan,43.915,67.2481,65.14,32,33,4.5,KZ,1743653305
